"id","version","addedelements","removedelements","description"
1854,"5.0.1","{}","{cmd/lefty/ws/x11/gpcanvas.c,cmd/lefty/dot2l/dottrie.c,cmd/lefty/lefty.c,cmd/lefty/ws/gtk/gscroll.c,cmd/lefty/ws/gtk/gpcanvas.c,cmd/lefty/ws/x11/libfilereq/SFDecls.h,cmd/lefty/leftyio.h,cmd/lefty/ws/mswin32/gcommon.c,cmd/lefty/ws/x11/gmenu.c,cmd/lefty/ws/gtk/gcanvas.c,cmd/lefty/ws/x11/gcommon.h,cmd/lefty/dot2l/dotlex.c,cmd/lefty/ws/x11/libfilereq/Path.c,cmd/lefty/mem.c,cmd/lefty/mem.h,cmd/lefty/ws/gtk/gmenu.c,cmd/lefty/gfxview.h,cmd/lefty/ws/gtk/gbutton.c,cmd/lefty/ws/x11/gcommon.c,cmd/lefty/ws/mswin32/gcommon.h,cmd/lefty/ws/x11/gquery.c,cmd/lefty/gfxview.c,cmd/lefty/ws/x11/libfilereq/SF.h,cmd/lefty/ws/x11/garray.c,cmd/dotty/mswin32/dotty.c,cmd/lefty/ws/mswin32/gquery.c,cmd/lefty/ws/none/gmenu.c,cmd/lefty/ws/mswin32/gtext.c,cmd/lefty/ws/gtk/gview.c,cmd/lefty/code.c,cmd/lefty/dot2l/triefa.h,cmd/lefty/ws/none/gcommon.c,cmd/lefty/ws/none/gcommon.h,cmd/lefty/ws/x11/libfilereq/Dir.c,cmd/lefty/dot2l/triefa.c,cmd/lefty/ws/x11/glabel.c,cmd/lefty/os/mswin32/io.c,cmd/lefty/ws/mswin32/gview.c,cmd/lefty/code.h,cmd/lefty/ws/gtk/glabel.c,cmd/lefty/ws/mswin32/gpcanvas.c,cmd/lefty/aix_mods/tbl.c,cmd/lefty/ws/mswin32/resource.h,cmd/lefty/ws/gtk/gtext.c,cmd/lefty/parse.h,cmd/lefty/ws/x11/gcanvas.c,cmd/lneato/mswin32/lneato.c,cmd/lefty/ws/mswin32/gcanvas.c,cmd/lefty/os/unix/io.c,cmd/lefty/parse.c,cmd/lefty/ws/x11/gview.c,cmd/lefty/ws/none/gbutton.c,cmd/lefty/aix_mods/exec.c,cmd/lefty/g.c,cmd/lefty/tbl.h,cmd/lefty/ws/gtk/garray.c,cmd/lefty/tbl.c,cmd/lefty/g.h,cmd/lefty/ws/x11/gtext.c,cmd/lefty/ws/mswin32/gmenu.c,cmd/lefty/ws/none/gtext.c,cmd/lefty/exec.h,cmd/lefty/ws/gtk/gcommon.h,cmd/lefty/exec.c,cmd/lefty/ws/none/gview.c,cmd/lefty/ws/gtk/gcommon.c,cmd/lefty/ws/x11/libfilereq/SFinternal.h,cmd/lefty/ws/mswin32/garray.c,cmd/lefty/ws/none/gcanvas.c,cmd/lefty/ws/none/garray.c,cmd/lefty/dot2l/dot2l.c,cmd/lefty/ws/gtk/gquery.c,cmd/lefty/dot2l/dot2l.h,cmd/lefty/common.h,cmd/lefty/aix_mods/common.h,cmd/lefty/common.c,cmd/lefty/ws/x11/libfilereq/xstat.h,cmd/lefty/ws/none/gquery.c,cmd/lefty/internal.c,cmd/lefty/txtview.c,cmd/lefty/ws/x11/libfilereq/SelFile.c,cmd/lefty/internal.h,cmd/lefty/txtview.h,cmd/lefty/ws/none/glabel.c,cmd/lefty/ws/none/gpcanvas.c,cmd/lefty/cs2l/cs2l.c,cmd/lefty/display.h,cmd/lefty/ws/mswin32/gbutton.c,cmd/lefty/cs2l/cs2l.h,cmd/lefty/ws/x11/gbutton.c,cmd/lefty/display.c,cmd/lefty/ws/none/gscroll.c,cmd/lefty/ws/x11/libfilereq/Draw.c,cmd/lefty/ws/x11/gscroll.c,cmd/lefty/str.c,cmd/lefty/ws/mswin32/gscroll.c,cmd/lefty/lex.h,cmd/lefty/str.h,cmd/lefty/lex.c,cmd/lefty/ws/mswin32/glabel.c}","The following tools are not yet built for macOS in CI using autotools:

* ~~diffimg~~
* dotty
* gvedit
* lefty
* lneato
* mingle
* smyrna
* vimdot

The reason is that the necessary prerequisites are not yet installed on the GitLab macOS shared runner."
56,"7.0.4","{lib/common/boxes.h}","{}","*Created by: eruffaldi*

The following simple dot crashes due to a limitation in the buffer in trapezoids.c.

Crashing versions:
- 2.37 windows
- 2.39.20150109.0545 (20150109.0545) under OSX
- github master under OSX

BUT not crashing with 2.36 in Ubuntu 14.04

The workaround is to enlarge the allocation of the trapezoids as follows: TRSIZE = ntraps+1; 
## Example (the last edge causes the crash):

```
digraph ""Robot_Localization Components"" {
rankdir=LR;
ratio=compress;
splines=ortho;
size=""8.27,11.69"";
subgraph cluster_Robot_Localization {
labelloc=t;
fontname=""Times-bold"";
color=red;
label=<<B>Robot Localization</B>>;
fontsize=""16.0"";
fontcolor=black;
penwidth=2;
ramcip_some_other_ros_node [shape=plaintext, margin=0, label=<<TABLE border=""1"" cellspacing=""0"" cellborder=""1""><TR><TD>Registered point cloud, list of points (xyz,rgb)</TD></TR><TR><TD><B><BR/>ramcip_some_other_ros_node<BR/><BR/></B></TD></TR><TR><TD>Time stamped outputs</TD></TR></TABLE>>];
ramcip_mapping_or_hector_mapping [shape=plaintext, margin=0, label=<<TABLE border=""1"" cellspacing=""0"" cellborder=""1""><TR><TD>Undistorted, Rectified Depth image (512x424) pixels<BR/>Registered point cloud, list of points (xyz,rgb)</TD></TR><TR><TD><B><BR/>ramcip_mapping or hector_mapping<BR/><BR/></B></TD></TR><TR><TD>current pose expressed in world coordinates (xyz<BR/>rpy)<BR/>Time stamped outputs</TD></TR></TABLE>>];
}

kinect2_bridge_launch [shape=rect, style=filled, fillcolor=gray];
kinect2_bridge_launch -> ramcip_some_other_ros_node  [fontcolor=red, fontname=Verdana, fontsize=""8.0"", label=""sensor_msgs/PointCloud2""];
kinect2_bridge_launch -> ramcip_mapping_or_hector_mapping  [fontcolor=red, fontname=Verdana, fontsize=""8.0"", label=""sensor_msgs/Image\nsensor_msgs/PointCloud2""];
ramcip_large_object_tracking_large_object_tracking [shape=rect, style=filled, fillcolor=gray];
ramcip_mapping_or_hector_mapping -> ramcip_large_object_tracking_large_object_tracking  [fontcolor=red, fontname=Verdana, fontsize=""8.0"", label=""*""];
ramcip_robot_navigation_robot_navigation [shape=rect, style=filled, fillcolor=gray];
ramcip_mapping_or_hector_mapping -> ramcip_robot_navigation_robot_navigation  [fontcolor=red, fontname=Verdana, fontsize=""8.0"", label=""Robot pose""];
ramcip_human_tracking_human_tracking [shape=rect, style=filled, fillcolor=gray];
ramcip_mapping_or_hector_mapping -> ramcip_human_tracking_human_tracking  [fontcolor=red, fontname=Verdana, fontsize=""8.0"", label=""*""];
ramcip_hierarchical_spaces_hierarchical_spaces [shape=rect, style=filled, fillcolor=gray];
ramcip_mapping_or_hector_mapping -> ramcip_hierarchical_spaces_hierarchical_spaces  [fontcolor=red, fontname=Verdana, fontsize=""8.0"", label=""*""];
ramcip_lower_body_phri_planner_lower_body_phri_planner [shape=rect, style=filled, fillcolor=gray];
ramcip_mapping_or_hector_mapping -> ramcip_lower_body_phri_planner_lower_body_phri_planner  [fontcolor=red, fontname=Verdana, fontsize=""8.0"", label=""current pose expressed in world coordinates (XYZ and rpy euler angles)\nstd_msgs/Float64\nTBD. Delete this???""];
ramcip_affect_recognizer_affect_recognizer [shape=rect, style=filled, fillcolor=gray];
ramcip_mapping_or_hector_mapping -> ramcip_affect_recognizer_affect_recognizer  [fontcolor=red, fontname=Verdana, fontsize=""8.0"", label=""*""];
ramcip_manipulation_planner_and_control_manipulation_planner_and_control [shape=rect, style=filled, fillcolor=gray];
ramcip_mapping_or_hector_mapping -> ramcip_manipulation_planner_and_control_manipulation_planner_and_control  [fontcolor=red, fontname=Verdana, fontsize=""8.0"", label=""geometry_msgs/PoseStamped or nav_msgs/Odometry\ngeometry_msgs/TwistStamped or nav_msgs/Odometry""];
ramcip_object_detection_object_detection [shape=rect, style=filled, fillcolor=gray];
ramcip_mapping_or_hector_mapping -> ramcip_object_detection_object_detection  [fontcolor=red, fontname=Verdana, fontsize=""8.0"", label=""*""];
ramcip_hand_over_controller_hand_over_controller [shape=rect, style=filled, fillcolor=gray];
ramcip_mapping_or_hector_mapping -> ramcip_hand_over_controller_hand_over_controller  [fontcolor=red, fontname=Verdana, fontsize=""8.0"", label=""geometry_msgs/PoseStamped or nav_msgs/Odometry\ngeometry_msgs/TwistStamped or nav_msgs/Odometry""];
ramcip_ar_projector_ar_projector [shape=rect, style=filled, fillcolor=gray];
ramcip_mapping_or_hector_mapping -> ramcip_ar_projector_ar_projector  [fontcolor=red, fontname=Verdana, fontsize=""8.0"", label=""*""];
ramcip_global_mapping_global_mapping [shape=rect, style=filled, fillcolor=gray];
ramcip_mapping_or_hector_mapping -> ramcip_global_mapping_global_mapping  [fontcolor=red, fontname=Verdana, fontsize=""8.0"", label=""*""];
}
```
"
2057,"4.0.0","{}","{cmd/tools/gvpack.c}","## Steps to reproduce

Build for Windows x64 with CMake.

## Expected Behaviour

`gvToolTred` should be exported.

## Actual Behaviour

`gvToolTred` is not exported

## OS Version

Windows 10

## Graphviz Version

local build from main

## Additional info

It seems that GVC is using a def file for exports rather than annotating the exported interfaces.  This could be cleaned up with the proper use of a macro to indicate public interfaces."
2067,"2.47.3","{lib/common/ps_font_equiv.h}","{windows/include/ps_font_equiv.h}","As best I can tell, building Graphviz currently requires Perl for a single thing: running lib/common/mksvgfonts.pl. Looking at this script and how it is run, I have the impression Perl is not necessary. Going further, I would say a script is not necessary. This can probably be accomplished with a regular header or, if not that simple, an [X macro](https://en.wikipedia.org/wiki/X_Macro).

Making this change would allow us to drop Perl as a build dependency, delete Perl from the Windows build dependency repo, and generally exit the Perl game altogether.

Interestingly the MSBuild system does not run this script, suggesting it is not necessary on Windows. Though the CMake build system on Windows *does* run the script."
205,"7.0.5","{lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.h}","Ported Issue from Mantis
Original ID: 2411 **Possible attachment(s) only available in original Mantis DB**
Reported By: Mike M

SEVERITY: COSMETIC
Submitted: 2014-01-23 00:57:50

OS: WINDOWS

OS BUILD: 7

PLATFORM: MINGW
## DESCRIPTION

The title says it all, in the diff are a view changes to get graphviz libs compiled with mingw on Windows. However looking at the different preprocessor defines, the build on mingw Windows feels like a hack. I just worked my way around it, I didn't clean it up completely."
1753,"2.49.2","{lib/circogen/block.c,lib/common/xml.c,lib/common/utils.h}","{lib/circogen/block.c,lib/common/utils.h}","## Steps to reproduce

Install Graphviz using the `CMake` installer, e.g. by following [these instructions](https://forum.graphviz.org/t/new-simplified-installation-procedure-on-windows/224#abbreviated-installation-instructions-recommended-for-users-with-installation-experience)

## Expected Behaviour

Being able to run `neato`, `gvpr`, `fdp` and others.

## Actual Behaviour

```
C:\Users\magja>neato
'neato' is not recognized as an internal or external command,
operable program or batch file.

C:\Users\magja>gvpr
'gvpr' is not recognized as an internal or external command,
operable program or batch file.

C:\Users\magja>fdp
'fdp' is not recognized as an internal or external command,
operable program or batch file.

```

## OS Version

Windows 10

## Graphviz Version

`dot - graphviz version 2.44.1 (20200629.0846)`

## Additional info

Listing the files in the `CMake` and `MSBuild` installation and grepping for these programs gives this:
```
cmake-files2.txt:./bin/gvplugin_neato_layout.dll
cmake-files2.txt:./lib/gvplugin_neato_layout.lib
cmake-files2.txt:./lib/pkgconfig/libgvpr.pc
msbuild-files2.txt:./bin/fdpgen.lib
msbuild-files2.txt:./bin/gvplugin_neato_layout.dll
msbuild-files2.txt:./bin/gvplugin_neato_layout.exp
msbuild-files2.txt:./bin/gvplugin_neato_layout.lib
msbuild-files2.txt:./bin/gvpr.exe
msbuild-files2.txt:./bin/gvprlib.dll
msbuild-files2.txt:./bin/gvprlib.exp
msbuild-files2.txt:./bin/gvprlib.lib
msbuild-files2.txt:./bin/lneato.exe
msbuild-files2.txt:./bin/neatogen.lib
msbuild-files2.txt:./bin/sfdp.lib
```
I don't know what to make of this info, other than that `gvpr` seems to be included in the `MSBuild` installation."
2067,"2.50.0","{lib/common/textspan.c}","{lib/common/textspan.c}","As best I can tell, building Graphviz currently requires Perl for a single thing: running lib/common/mksvgfonts.pl. Looking at this script and how it is run, I have the impression Perl is not necessary. Going further, I would say a script is not necessary. This can probably be accomplished with a regular header or, if not that simple, an [X macro](https://en.wikipedia.org/wiki/X_Macro).

Making this change would allow us to drop Perl as a build dependency, delete Perl from the Windows build dependency repo, and generally exit the Perl game altogether.

Interestingly the MSBuild system does not run this script, suggesting it is not necessary on Windows. Though the CMake build system on Windows *does* run the script."
1998,"2.49.0","{lib/vmalloc/vmalloc.c}","{}","## Steps to reproduce

compared sfio.h within Graphviz to sfio.h from github

## Expected Behaviour

Expected identical (or similar) versions

## Actual Behaviour
github version:   #define SFIO_VERSION    20090915L
Graphviz Version  #define SFIO_VERSION    20010201L

## OS Version

not applicable

## Additional info

Diff of files shows differences.
I have not tried to determine if any Graphviz-related bugs are fixed in the newer version of sfio."
1785,"8.0.2","{lib/neatogen/voronoi.h,lib/glcomp/glcomptexture.h}","{lib/sfdpgen/uniform_stress.h,lib/neatogen/voronoi.h,lib/sfdpgen/uniform_stress.c,lib/glcomp/glcomptexture.h}","[I'm the libc++ maintainer]

I was trying to build Graphviz using the latest version of libc++ (the C++ Standard Library shipped with the Clang compiler, and used on Apple platforms), and I noticed the following error:

```
In file included from <graphviz>/blocks.cpp:22:
In file included from <graphviz>/blocks.h:32:
In file included from <toolchain>/usr/bin/include/c++/v1/set:427:
In file included from <toolchain>/usr/bin/include/c++/v1/__tree:17:
In file included from <toolchain>/usr/bin/include/c++/v1/algorithm:644:
In file included from <toolchain>/usr/bin/include/c++/v1/functional:512:
In file included from <graphviz>/Block.h:26:
In file included from <toolchain>/usr/bin/include/c++/v1/vector:274:
<toolchain>/usr/include/c++/v1/__bit_reference:172:38: error: no member named 'min' in namespace 'std::__1'
```

The issue is that we `#include <Block.h>` from <functional>, however Graphviz contains a block.h header (which is the same as Block.h on a case insensitive FS), and they collide. This triggers some circular dependency issue in libc++, which causes the build to fail. The root cause of the issue is that by including `<Block.h>` in libc++, we're potentially conflicting with a user-provided `<Block.h>` header. It would be better if `<Block.h>` were somehow namespaced, so that we know for sure we're not including a user provided header, however that's not the reality we live in.

I suggest fixing Graphviz in one of two ways:

1. Rename your `block.h` header to something else, or
2. Avoid adding `<graphviz>/lib/vpsc` to the include paths of the compiler. Instead, add `<graphviz>/lib` and then include `<vpsc/block.h>` from your code. This will effectively namespace the block.h header from your side, making sure that we don't find it when we include `<Block.h>` from libc++.

I acknowledge this is an annoying issue and I wish we had a better way of solving it from our side in libc++, however I can't think of a good solution from our side."
2154,"3.0.0","{lib/mingle/nearest_neighbor_graph.cpp,cmd/mingle/minglemain.cpp,lib/mingle/ink.cpp,lib/sparse/colorutil.h,lib/mingle/agglomerative_bundling.cpp,lib/mingle/edge_bundling.cpp}","{cmd/mingle/minglemain.c,lib/sparse/vector.c,lib/mingle/edge_bundling.c,lib/sparse/colorutil.h,lib/mingle/agglomerative_bundling.c,lib/mingle/ink.c,lib/sparse/vector.h,lib/mingle/nearest_neighbor_graph.c}","There are a few pieces of Graphviz that are written in C, but are not usable without linking against libc++/libstdc++. E.g. cmd/mingle/minglemain.c. It seems like nothing is gained from this being in C.

Should we consider porting some of this to C++? In the case of minglemain.c for example, this would allow dropping the use of `agxbuf`s and just using `std::ostringstream`."
45,"7.0.5","{lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.h}","*Created by: ghost*

Hello,

I have the following error when compiling with MinGW-w64:

```
graph.c:281:1: error: initializer element is not constant
 Agdisc_t AgDefaultDisc = { &AgMemDisc, &AgIdDisc, &AgIoDisc };
 ^
graph.c:281:1: error: (near initialization for 'AgDefaultDisc.mem')
graph.c:281:1: error: initializer element is not constant
graph.c:281:1: error: (near initialization for 'AgDefaultDisc.id')
graph.c:281:1: error: initializer element is not constant
graph.c:281:1: error: (near initialization for 'AgDefaultDisc.io')
make[3]: **\* [graph.lo] Error 1
```

It's the version 2.38.0."
1753,"7.0.0","{lib/circogen/block.c}","{lib/circogen/block.c}","## Steps to reproduce

Install Graphviz using the `CMake` installer, e.g. by following [these instructions](https://forum.graphviz.org/t/new-simplified-installation-procedure-on-windows/224#abbreviated-installation-instructions-recommended-for-users-with-installation-experience)

## Expected Behaviour

Being able to run `neato`, `gvpr`, `fdp` and others.

## Actual Behaviour

```
C:\Users\magja>neato
'neato' is not recognized as an internal or external command,
operable program or batch file.

C:\Users\magja>gvpr
'gvpr' is not recognized as an internal or external command,
operable program or batch file.

C:\Users\magja>fdp
'fdp' is not recognized as an internal or external command,
operable program or batch file.

```

## OS Version

Windows 10

## Graphviz Version

`dot - graphviz version 2.44.1 (20200629.0846)`

## Additional info

Listing the files in the `CMake` and `MSBuild` installation and grepping for these programs gives this:
```
cmake-files2.txt:./bin/gvplugin_neato_layout.dll
cmake-files2.txt:./lib/gvplugin_neato_layout.lib
cmake-files2.txt:./lib/pkgconfig/libgvpr.pc
msbuild-files2.txt:./bin/fdpgen.lib
msbuild-files2.txt:./bin/gvplugin_neato_layout.dll
msbuild-files2.txt:./bin/gvplugin_neato_layout.exp
msbuild-files2.txt:./bin/gvplugin_neato_layout.lib
msbuild-files2.txt:./bin/gvpr.exe
msbuild-files2.txt:./bin/gvprlib.dll
msbuild-files2.txt:./bin/gvprlib.exp
msbuild-files2.txt:./bin/gvprlib.lib
msbuild-files2.txt:./bin/lneato.exe
msbuild-files2.txt:./bin/neatogen.lib
msbuild-files2.txt:./bin/sfdp.lib
```
I don't know what to make of this info, other than that `gvpr` seems to be included in the `MSBuild` installation."
